sweep,energy,max_bond_dim
0.000000000000000000e+00,-3.768723402853178417e+00,4.000000000000000000e+00
1.000000000000000000e+00,-8.938830348034640494e+00,4.000000000000000000e+00
2.000000000000000000e+00,-8.938830348034640494e+00,4.000000000000000000e+00
