sweep,energy,max_bond_dim
0.000000000000000000e+00,8.257487667448166757e-01,4.000000000000000000e+00
1.000000000000000000e+00,-9.360146662917236071e+00,4.000000000000000000e+00
2.000000000000000000e+00,-9.360146662917230742e+00,4.000000000000000000e+00
